,Sentence,Inhibitors,Promoters
3887,"chan cc, khodarahmi k, liu j, sutherland d, oschipok lw, steeves jd, tetzlaff w (2005) dose-dependent beneficial and detrimental ef- fects of rock inhibitor y27632 on axonal sprouting and functional recovery after rat spinal cord injury.",rock (inhibitor) ,y27632 (promoter) 
3888,"horne mk, nisbet dr, forsythe js, parish cl (2010) three-dimen- sional nanofibrous scaffolds incorporating immobilized bdnf pro- mote proliferation and differentiation of cortical neural stem cells.",bdnf (inhibitor) ,
3889,"raad m, el tal t, gul r, mondello s, zhang z, boustany rm, guingab j, wang kk, kobeissy f (2012) neuroproteomics approach and neu- rosystems biology analysis: rock inhibitors as promising therapeu- tic targets in neurodegeneration and neurotrauma.",rock (inhibitor) ,
3890,"suri s, schmidt ce (2010) cell-laden hydrogel constructs of hyaluronic acid, collagen, and laminin for neural tissue engineering.",,laminin (promoter) 
3891,"liesi p, silver j. is astrocyte laminin involved in axon guidance in the mammalian cns?",,laminin (promoter) 
3892,"the down syndrome cell adhesion molecule (dscam) protein is a homophilic cell adhesion molecule (agarwala et al., 2000; yamakawa et al., 1998) that also serves as a receptor for the axon guidance molecule netrin (liu et al., 2009; ly et al., 2008).",,netrin (promoter) 
3893,"axons of dscam mutant rgcs project normally to the optic nerve head (fuerst et al., 2009), suggesting that alternative netrin receptors guide rgc axons out of the retina (deiner et al., 1997).",,netrin (promoter) 
3894,"dscam also binds the axon guidance molecule netrin and has been shown to play a role in axon path finding in a number of vertebrate species: including chick (ly et al., 2008), mouse (liu et al., 2009), zebrafish (yimlamai et al., 2005) and xenopus (morales diaz, 2014).",,netrin (promoter) 
3895,dscam functions as a netrin receptor in commissural axon pathfinding.,,netrin (promoter) 
3896,"ly a, nikolaev a, suresh g, zheng y, tessier-lavigne m, stein e. dscam is a netrin receptor that collaborates with dcc in mediating turning responses to netrin-1.",,netrin (promoter) 
3897,"although genetic manipulations of socs3 can enhance axonal regeneration after optic injury, the role of socs3 in dendritic outgrowth after spinal cord injury (sci) is still unclear.",socs3 (inhibitor) ,
3898,the present study investigated the endogenous expression of socs3 and its role in regulating neurite outgrowth in vitro.,socs3 (inhibitor) ,
3899,inter- leukin-6 (il-6) induces socs3 expression at the mrna and protein levels in neuroscreen- 1 (ns-1) cells.,socs3 (inhibitor) ,
3900,"in parallel to socs3 expression, il-6 induced tyrosine phosphorylation of signal transducer and activator of transcription 3 (stat3) in ns-1 cells.",socs3 (inhibitor) ,
3901,lentiviral delivery of short hairpin rna (shsocs3) (lenti-shsocs3) to decrease socs3 expression into ns-1 cells enhanced il-6-induced tyrosine phosphorylation of stat3 (p-stat3 tyr705) and promoted neurite outgrowth.,socs3 (inhibitor) ,stat3 (promoter) 
3902,"in addition, we determined if reduction of socs3 expression by microinjection of lenti-shsocs3 into spinal cord enhances dendrite outgrowth in spinal cord neurons after sci.",socs3 (inhibitor) ,
3903,knocking down of socs3 in spinal cord neurons with lenti- shsocs3 increased complete sci-induced p-stat3 tyr705.,socs3 (inhibitor) ,
3904,suggest that knocking down of socs3 enhances dendritic regeneration and prevents demyelination after sci.,socs3 (inhibitor) ,
3905,expression of socs3 in neurons plays a negative role in regulating cell survival and neurite outgrowth [–].,socs3 (inhibitor) ,
3906,"these studies, including our recent study [], have demonstrated that cytokine- or nerve injury- induced socs3 expression negatively regulates the activity of stat3, consequently leading to reductions in neuroprotection and neurite outgrowth.",socs3 (inhibitor) ,
3907,"however, the mechanisms underlying the regulatory effects of socs3 on dendritic growth after complete sci are still not clear.",socs3 (inhibitor) ,
3908,"in the current study, we hypothesized that socs3 expression in neurons negatively regu- lates neurite outgrowth in vitro and dendrite outgrowth after sci.",socs3 (inhibitor) ,
3909,we determined the expres- sion pattern of socs3 and its regulatory effects on neuritic outgrowth through stat3 signaling in vitro by using neuroscreen-1 (ns-1) cells.,socs3 (inhibitor) ,stat3 (promoter) 
3910,we also investigated whether socs3 expression regulates dendritic arborization and demyelination after complete sci in adult rats.,socs3 (inhibitor) ,
3911,"our results show that socs3 expression, in response to il-6 treatment, negatively regulates neurite outgrowth in vitro via stat3 signaling and that a reduction of socs3 expression by lenti-shsocs3 in spinal cord neurons enhances dendritic regeneration in the white matter and prevents demyelination after complete sci.",socs3 (inhibitor) ,stat3 (promoter) 
3912,"quantitative real-time pcr (qpcr) was per- formed as previously described to determine levels of socs3 mrna [, ].",socs3 (inhibitor) ,
3913,"forty μg of total cell lysate were separated by electrophoresis on 8% sds-polyacrylamide gels and blotted with the following antibodies: socs3 (1:2,000; abcam, cambridge, ma, usa), tyrosine phosphorylation of stat3 (p-stat3 tyr705) (cell signaling technology, danvers, ma, usa), β-actin (1:4,000; cell signaling technology), or stat3 (1:1,000; cell signaling technology) as described previously [].",socs3 (inhibitor) ,stat3 (promoter) 
3914,"two lentiviral plasmids provided by dr. etty benveniste (university of alabama at birming- ham), shsocs3/pgipz, and shsocs3 #2/pgipz, encoding two shrnas specific for socs3 to knockdown socs3 expression, were used to clarify the effects obtained were specifically medi- ated by reduced socs3 expression, rather than off target effects of shrna [].",socs3 (inhibitor) ,
3915,il-6 treatment induced socs3 expression in ns-1 cells,socs3 (inhibitor) ,
3916,bind- ing of il-6 to gp130 receptor induces socs3 expression as a transcription target gene of the stat3 signaling pathway [].,socs3 (inhibitor) ,stat3 (promoter) 
3917,"thus, we tested whether socs3 expression was regulated upon il-6 treatment in ns-1 cells.",socs3 (inhibitor) ,
3918,"without il-6 treatment, basal expression levels of socs3 mrna were very low.",socs3 (inhibitor) ,
3919,"however, after il-6 treatment, socs3 mrna expression was significantly increased at 30 min, peaked at 1–2 h, and remained at a high level until 4 h ().",socs3 (inhibitor) ,
3920,"a number of studies have demonstrated that socs3 expression can be induced by stat3 activation [, , ], indicating that socs3 is a stat3-inducible gene.",socs3 (inhibitor) ,stat3 (promoter) 
3921,"thus, we investigated whether il-6 induces phosphorylation of stat3, the indicator of stat3 activation, in ns-1 cells as evidence of an essential signaling pathway for socs3 expression.",socs3 (inhibitor) ,stat3 (promoter) 
3922,"30 min, which was maintained up to 4h (), while total stat3 expression was not signifi- cantly altered following treatment.",,stat3 (promoter) 
3923,reduction of socs3 expression enhanced neurite outgrowth in ns-1 cells,socs3 (inhibitor) ,
3924,"recent studies demonstrate that genetic knockout of socs3 expression can promote axon regeneration after optic nerve injury [], indicating that socs3 is as an intrinsic barrier and has a negative regulatory effect on axonal regeneration.",socs3 (inhibitor) ,
3925,"in addition, it has been shown in both in vitro and in vivo studies that il-6 treatment can enhance nerve growth through the jak/ stat3 pathway [, ].",,stat3 (promoter) 
3926,"thus, we investigated the regulation of socs3 on il-6-induced neur- ite outgrowth by ns-1 cells.",socs3 (inhibitor) ,
3927,"first, we investigated whether il-6-induced socs3 expression is inhibited by lentivirus-delivered shrna targeting endogenous socs3 (shsocs3).",socs3 (inhibitor) ,
3928,6. qpcr analysis showed that shsocs3 expression by lenti-shsocs3 infection led to a signifi- cant reduction in il-6-induced socs3 mrna expression ().,socs3 (inhibitor) ,
3929,"comparable to these results, socs3 protein expression was also decreased by lenti-shsocs3 upon il-6 treatment () as compared to those cells infected with lenti-pgipz.",socs3 (inhibitor) ,
3930,"next, ns-1 cells were infected with lenti-shsocs3 or lenti-pgipz and then treated with il-6 to determine if socs3 regulates neurite outgrowth.",socs3 (inhibitor) ,
3931,"we observed that reduced socs3 expression by lenti-shsocs3 enhanced il-6-induced outgrowth of neur- ites, as compared to lenti-pgipz-infected cells (~1.8 fold increase).",socs3 (inhibitor) ,
3932,induction of socs3 expression by il-6 in ns-1 cells.,socs3 (inhibitor) ,
3933,"a, socs3 mrna expression was significantly increased after il-6 treatment.",socs3 (inhibitor) ,
3934,"b, protein expression of socs3 was significantly increased after il-6 treatment.",socs3 (inhibitor) ,
3935,"c, il-6 induced stat3 activation by ns-1 cells.",,stat3 (promoter) 
3936,the densitometric ratios of p-stat3 tyr705 versus total stat3 were calculated and are shown as fold increases.,,stat3 (promoter)  stat3 (promoter) 
3937,decreased socs3 expression enhanced p-stat3 tyr705 after complete sci,socs3 (inhibitor) ,
3938,we therefore tested whether socs3 negatively regulates sci-induced stat3 activation in spinal cord.,socs3 (inhibitor) ,stat3 (promoter) 
3939,"as previously reported [], we applied lenti-shsocs3 two weeks prior to com- plete sci to decrease socs3 expression.",socs3 (inhibitor) ,
3940,reduction of socs3 expression increased map-2+ dendrites after complete sci,socs3 (inhibitor) ,
3941,we next investigated if the negative regulatory effects of socs3 on neurite outgrowth in ns-1 cells can be also observed in spinal cord neurons after complete sci.,socs3 (inhibitor) ,
3942,"similar enhancement effects on map-2+ dendrites were also observed when lentivirus delivering the second shrna (lenti-shsocs3 #2), specifically knocking down socs3 (), was applied ().",socs3 (inhibitor) ,
3943,reduced socs3 expression contributed to neuritic outgrowth in ns-1 cells.,socs3 (inhibitor) ,
3944,"ns-1 cells were infected with lenti-shsocs3 (shsocs3) or lenti- pgipz (pgipz), then treated with il-6 for 1 h, and harvested for analyses by qrt-pcr of socs3 mrna expression (a) or by immunoblotting of socs3,",socs3 (inhibitor) ,
3945,"p-stat3 tyr705, or total stat3 (b).",,stat3 (promoter) 
3946,"these results strongly suggest that the effects of lenti- shsocs3 in protecting map-2+ dendrites from sci-induced decreases are specifically medi- ated by reduced socs3 expression, rather than off target effects of shrna [].",socs3 (inhibitor) ,
3947,enhancement of stat3 activation by lenti-shsocs3 after complete sci.,,stat3 (promoter) 
3948,"to further investigate whether socs3 expression negatively regulates dendrite outgrowth of spinal cord neurons into the white matter after complete sci, map-2+ dendritic length was analyzed.",socs3 (inhibitor) ,
3949,"in contrast, when compared to lenti-pgipz infection, reduction of socs3 expression by lenti-shsocs3 resulted in longer map-2+ dendrites at both 1 () and",socs3 (inhibitor) ,
3950,these data suggested that reduction of socs3 in spinal cord promotes local dendritic growth after complete sci and/or prevents dendrites from sci-induced dying back/ degeneration in the white matter.,socs3 (inhibitor) ,
3951,reduction of socs3 expression enhanced sci-induced gap-43 expression,socs3 (inhibitor) ,
3952,prevention of demyelination by reducing socs3 expression after complete sci,socs3 (inhibitor) ,
3953,"in the present study, we investigated whether reduction of socs3 expression by lenti-shsocs3 can decrease sci-induced demyelination.",socs3 (inhibitor) ,
3954,these results support the con- cept that lenti-shsocs3 decreased demyelination after complete sci specifically by reducing socs3 expression.,socs3 (inhibitor) ,
3955,"in the present study, we first investigated the expression of socs3 by ns-1 cells in response to il-6, the regulatory effect of socs3 on stat3 activation, and the role of the socs3/stat3 pathway in neuritic outgrowth.",socs3 (inhibitor) ,stat3 (promoter) 
3956,il-6 treatment induced socs3 expression in ns-1 cells and led to stat3 activation.,socs3 (inhibitor) ,stat3 (promoter) 
3957,"socs3 negatively regulates stat3 activation, which in turn inhibits il- 6-induced neuritic outgrowth in vitro.",,stat3 (promoter) 
3958,lenti-shsocs3 could block such negative regulation by reducing socs3 expression.,socs3 (inhibitor) ,
3959,we further investigated the role of knocked down socs3 in pro- moting dendritic growth/regeneration and myelination after complete sci.,socs3 (inhibitor) ,
3960,reduction of socs3 by lenti-shsocs3 increased map-2+ dendrites (both density and length) at both 1 and 4 weeks after sci.,socs3 (inhibitor) ,
3961,"the current results are the first to demonstrate that (1) endogenous socs3 expression by ns-1 cells contributes to inhibition of il-6-induced neuritic growth, (2) reduction of sci-increased socs3 expression by lenti-shsocs3 in spinal cord neurons increases gap-43 expression and enhances map-2+ dendritic growth in white matter after complete sci, and (3) reduction of socs3 expression prevents further demyelination after t8 complete sci in adult rats.",socs3 (inhibitor) ,
3962,"activated stat3 functions as a key effector of neuritic outgrowth via transcriptional activa- tion [, , ].",,stat3 (promoter) 
3963,"in dorsal root ganglion (drg) neurons, over-expression of stat3 increases neuritic growth beyond baseline levels [].",,stat3 (promoter) 
3964,"in contrast, socs3 is known to limit il-6-mediated signaling by inhibiting jak tyrosine kinase activity, thereby preventing stat3 activation.",socs3 (inhibitor) ,stat3 (promoter) 
3965,"in drg neurons, over-expression of socs3 inhibits neuritic outgrowth [].",socs3 (inhibitor) ,
3966,"[] reported that in optic nerve, conditional deletion of socs3 promoted regeneration of injured optic nerve axons.",socs3 (inhibitor) ,
3967,"in socs3-gp130 double knockout mice, the regeneration effect was ablated, suggesting that the effects of socs3 deletion in regu- lating optic nerve regeneration are mediated by gp130 [], the common signal transducing receptor for all il-6 family members [, ].",socs3 (inhibitor) ,
3968,"in our study, reduced socs3 expression enhanced il-6-induced neuritic outgrowth via stat3 activation in ns-1 cells.",socs3 (inhibitor) ,stat3 (promoter) 
3969,"these results might be caused by serine phosphorylation of stat3 in mito- chondria, which is non-transcriptional regulation, leading to neurite outgrowth.",,stat3 (promoter) 
3970,"moreover, we observed that reduction of socs3 by lenti-shsocs3 in rat spinal cord neu- rons enhances map-2+ dendritic growth after complete sci.",socs3 (inhibitor) ,
3971,reduced socs3 expression enhanced gap-43 expression in the spinal cord after complete sci.,socs3 (inhibitor) ,
3972,"reduction of socs3 by lenti-shsocs3 increased both (1) growth/regeneration-pro- moting stat3 activities, and (2) gap-43 expression after complete sci.",socs3 (inhibitor) ,stat3 (promoter) 
3973,"collectively, these findings suggest that knocked down socs3 promotes local dendritic growth/regeneration.",socs3 (inhibitor) ,
3974,"these results coincide with several other reports showing that socs3 is an intrinsic factor for the negative regulation of axonal regeneration after injury in the central nervous system (cns) [, , ].",socs3 (inhibitor) ,
3975,"furthermore, our previous studies demonstrated that reduction of socs3 protects neurons from cell death after sci [].",socs3 (inhibitor) ,
3976,"thus, the enhancement effects of reduced socs3 on map-2+ dendritic outgrowth in spinal cord after sci might be partially attributable to a greater number of healthy neurons surviving after sci.",socs3 (inhibitor) ,
3977,"in the current study, we demonstrated that there is a significant reduction of map-2+ dendritic projections in white matter after complete sci and that reduction of socs3 expression in spinal cord neurons can decrease sci-induced loss of map-2+ dendritic projections in terms of both dendritic density and length.",socs3 (inhibitor) ,
3978,"the function of socs3 in the brain is cell type-specific [, ].",socs3 (inhibitor) ,
3979,"several lines of evidence suggest that in microglia, socs3 inhibits cytokine-induced immune and inflammatory responses in vitro [, ] and that in astrocytes, socs3 enhances inhibition of chemokine expression and t-cell migration [], suggesting that socs3 expression in macrophages, microglia, and astrocytes suppresses brain inflammation.",socs3 (inhibitor) ,
3980,"however, the role of socs3 in oligo- dendrocytes appears to be detrimental by inhibiting stat3 activation and subsequent down- stream neuroprotective effects [].",socs3 (inhibitor) ,stat3 (promoter) 
3981,"lif and cntf play a protective role in oligodendrocyte survival in vitro [] and in vivo []; furthermore, in an experimental autoimmune encephalo- myelitis (eae) animal model of multiple sclerosis (ms), double deletion of lif-r and gp130 to inhibit stat3 activation worsened ms-induced demyelination when compared to wild-type animals [].",,cntf (promoter)  stat3 (promoter) 
3982,reduced socs3 expression decreased sci-induced demyelination in white matter of spinal cord.,socs3 (inhibitor) ,
3983,"reduction of socs3 mrna expression using lentiviral plasmids encoding either shsocs3 or shsocs3 #2, which are two different shrnas specific to socs3.",socs3 (inhibitor) ,
3984,"shsy-5y cells were infected with lenti-pgipz (pgipz), lenti-shsocs3 #2 (shsocs3 #2), or lenti- shsocs3 (shsocs3), and then treated with oncostatin m (osm) for 1 h. mrna was then analyzed by qpcr for socs3 mrna expression.",socs3 (inhibitor) ,
3985,socs1 and socs3 in the control of cns immunity.,socs3 (inhibitor) ,
3986,"schmitz j, weissenbach m, haan s, heinrich pc, schaper f. socs3 exerts its inhibitory function on interleukin-6 signal transduction through the shp2 recruitment site of gp130.",socs3 (inhibitor) ,
3987,protective role of stat3 in nmda and glutamate-induced neuro- nal death: negative regulatory effect of socs3.,,stat3 (promoter) 
3988,activation of the stat3 signaling pathway is required for differentiation by inter- leukin-6 in pc12-e2 cells.,,stat3 (promoter) 
3989,"leibinger m, andreadaki a, diekmann h, fischer d. neuronal stat3 activation is essential for cntf- and inflammatory stimulation-induced cns axon regeneration.",,stat3 (promoter) 
3990,conditional ablation of stat3 or socs3 discloses a dual role for reactive astrocytes after spinal cord injury.,socs3 (inhibitor) ,stat3 (promoter) 
3991,mitochondrial localized stat3 is involved in ngf induced neurite outgrowth.,,stat3 (promoter) 
3992,"though aecs produce sev- eral neurotrophic factors, such as epidermal growth factor [], insulin-like growth factor [], bdnf nt-3, there is no evidence that it is capable of synthesizing and releasing bfgf, which is a potent mitogenic factor for cells originated from mesoderm and ectoderm [], and plays important roles in neurogenesis, axon growth, and differentiation [].",bdnf (inhibitor) ,
3993,"however, whether amino- nogo can promote optic nerve regeneration and the mechanism of amino-nogo–integrin signaling pathway action in vivo, remain unknown.",nogo (inhibitor) ,
3994,optic nerve-injured sprague-dawley (sd) rats were transfected with nogo-a small interfering rna (sirna) and injected with a nogo-66 antagonist peptide (nep1-40) or a recombinant amino- nogo fc chimera (△20) into the vitreous cavity.,nogo (inhibitor) ,
3995,"recombinant rat nogoa fc chimera (△20) was purchased from r&d systems (mn, usa), and a rhoa activation assay kit was purchased from cytoskeleton (co, usa).",rhoa (inhibitor) ,
3996,"moreover, as rhoa regulates fak activation in turn [43-45], the p-fak level was decreased in the nepl–40 treatment group.",rhoa (inhibitor) ,
3997,"grandpre t, nakamura f, vartanian t, strittmatter sm: identification of the nogo inhibitor of axon",nogo (inhibitor) ,
3998,"mcgee aw, yang y, fischer qs, daw nw, strittmatter sm: experience-driven plasticity of visual cortex limited by myelin and nogo receptor.",nogo (inhibitor) ,
3999,"o'neill p, whalley k, ferretti p: nogo and nogo-66 receptor in human and chick: implications for development and regeneration.",nogo (inhibitor) ,
4000,"al halabiah h, delezoide al, cardona a, moalic jm, simonneau m: expression pattern of nogo and ngr genes during human development.",nogo (inhibitor)  ngr (inhibitor) ,
4001,"mingorance a, fontana x, sole m, burgaya f, urena jm, teng fy, tang bl, hunt d, anderson pn, bethea jr, schwab me, soriano e, del rio ja: regulation of nogo and nogo receptor during the development of the entorhino-hippocampal pathway and after adult hippocampal lesions.",nogo (inhibitor) ,
4002,"yin xl, yuan rd, ji sx, ye j: the expression patterns of nogo-a and ngr in the neonatal rat visual nervous system.",ngr (inhibitor) ,
4003,"chen c, chen xf, yin xl, yuan rd, wang bc, ye j: ngr rna interference, combined with zymosan intravitreal injection, enhances optic nerve regeneration.",ngr (inhibitor) ,zymosan (promoter) 
4004,"planchamp v, bermel c, tonges l, ostendorf t, kugler s, reed jc, kermer p, bahr m, lingor p: bag1 promotes axonal outgrowth and regeneration in vivo via raf-1 and reduction of rock activity.",rock (inhibitor) ,
4005,"various proinflam- matory stimuli, including lens injury, intravitreal injection of zymosan (macrophage activator) or stem cells, and intra- vitreal peripheral nerve grafting, can all reduce injury- induced rgc death (; ; ; ), presumably by mod- ulating the nature of the inflammatory response.",,zymosan (promoter) 
4006,"for ex- ample, after lens injury and intravitreal zymosan injection, retinal astrocytes and müller cells release cntf, which supports axon regeneration ().",,zymosan (promoter) 
4007,"loaded with amniotic epithelial cells, acellu- lar muscle scaffolds further promoted nerve fiber sprout- ing and remyelination, resulting in more functional recovery ().",lar (inhibitor) ,
4008,"hauk tg, müller a, lee j, schwendener r, fischer d (2008) neuro- protective and axon growth promoting effects of intraocular in- flammation do not depend on oncomodulin or the presence of large numbers of activated macrophages.",,oncomodulin (promoter) 
4009,"horne mk, nisbet dr, forsythe js, parish cl (2010) three- dimensional nanofibrous scaffolds incorporating immobilized bdnf promote proliferation and differentiation of cortical neural stem cells.",bdnf (inhibitor) ,
4010,"hu y, leaver sg, plant gw, hendriks wtj, niclou sp, verhaagen j, harvey ar, cui q (2005) lentiviral-mediated transfer of cntf to schwann cells within reconstructed peripheral nerve grafts en- hances adult retinal ganglion cell survival and axonal regeneration.",,cntf (promoter) 
4011,"kurimoto t, yin y, omura k, gilbert hy, kim d, cen lp, moko l, kugler s, benowitz li (2010) long-distance axon regeneration in the mature optic nerve: contributions of oncomodulin, camp, and pten gene deletion.",pten (inhibitor) ,
4012,"muller a, hauk tg, fischer d (2007) astrocyte-derived cntf switches mature rgcs to a regenerative state following inflamma- tory stimulation.",,cntf (promoter) 
4013,schwab me (2010) functions of nogo proteins and their receptors in the nervous system.,nogo (inhibitor) ,
4014,"retinal cells were plated at a density of 125 × 103/well in poly-d-lysine and laminin pre-coated 8-well cham- ber slides and cultured in nba supplemented with b27 supplement (all from invitrogen, paisley, uk), with appropriate treatments for 4 days at 37 °c and 5% co2 before ﬁxation in 4% paraformaldehyde diluted in pbs for immunocytochemistry, as described previously ( ).",,laminin (promoter) 
4015,"these results show that pedf-34 treatment resulted in a 4.5- fold increase in βiii-tubulin+ neuron numbers, whilst survival in cntf or pedf-44-treated cultures was 1.9- and 2.4-fold increased, respective- ly, compared to untreated cultures.",,cntf (promoter) 
4016,(a) retinal neuron proportions after incubation with increasing concentrations of pedf-34/ pedf-44 and cntf demonstrate that 5.4 pm of pedf-34 and pedf-44 optimally promotes neuronal survival.,,cntf (promoter) 
4017,"pedf-44, cntf or untreated cultures.",,cntf (promoter) 
4018,"we have already shown that intravitreal delivery, using the same dosing regime (0, 7 and 14 days after onc) and equimolar concentra- tions of full length pedf, promoted the survival of 55% of rgcs from death at 21 days after onc, whilst administration of cntf after onc promoted limited rgc axon regeneration ().",,cntf (promoter) 
4019,"conversely, stimulating either the pi3k or akt pathways in- creases axon thickness and branching whilst blocking raf, pi3k and akt suppresses camp potentiated axon outgrowth ().",,camp (promoter) 
4020,"although intravitreal injections of bdnf protect 100% of rgc for 7 days, efﬁciency declines to 60% by 21 days.",bdnf (inhibitor) ,
4021,"most neuroprotective strategies tested support the survival of a maximum of 60% of rgc at 2 weeks after injury (  ) whilst combinations of agents such as gdnf + bdnf and bdnf + tropomysin receptor kinase (trk)b support up to 80% rgc survival, but very few of these combinations of neuro- trophic factors support signiﬁcantly greater axon regeneration than that obtained with cntf.",bdnf (inhibitor) ,
4022,it is rare to use biomechanical indicators to assess the effects of bdnf or hucbscs after optic nerve injury in animals.,bdnf (inhibitor) ,
4023,this study investigated the neuro- protective effects of bdnf and hucbscs on the optic nerve by using biomechanical indicators in a rabbit model of optic nerve injury.,bdnf (inhibitor) ,
4024,figure 1 effects of bdnf or hucbscs on electrophysiological properties of rabbit optic nerve.,bdnf (inhibitor) ,
4025,figure 2 effects of bdnf or hucbscs on serum mda content (a) and sod activity (b) in rabbits with optic nerve injury.,bdnf (inhibitor) ,
4026,"a total of 48 rabbits were randomly divided into a model group, a hucbsc group and a bdnf group.",bdnf (inhibitor) ,
4027,"the bdnf group received a one-time 50-µg injection bdnf into the vitreous body (beike biotechnology) using a microsyringe (shanghai gaoge industrial and trading co., ltd., shanghai, china) (jiang et al., 2012).",bdnf (inhibitor) ,
4028,the bdnf group.,bdnf (inhibitor) ,
4029,flash visual evoked potential detection results revealed that peak voltages of optic nerve were greater and peak latencies were shorter in the hucbsc group and bdnf group than in the model group (both p < 0.05).,bdnf (inhibitor) ,
4030,the peak voltage of rabbit optic nerve was higher and the peak latency was shorter in the hucbsc group than in the bdnf group (both p < 0.05; figure 1).,bdnf (inhibitor) ,
4031,"effects of bdnf or hucbscs on serum sod activity and mda content in rabbits with optic nerve injury colorimetric test results demonstrated that serum sod ac- tivity was higher, but mda content was lower in the hucb- sc and bdnf groups than in the model group (both p < 0.05; figure 2).",bdnf (inhibitor) ,
4032,"in the bdnf group, some nerve fibers on the optic cross section were distributed regularly; axonal morphology was almost normal; some glial nuclei were disordered.",bdnf (inhibitor) ,
4033,"figure 3 effects of bdnf or hucbscs on ultrastructure of injured optic nerve (scanning electron microscope, × 100).",bdnf (inhibitor) ,
4034,(a) normal morphology of optic nerve cells in rabbits of the control group; (b) evident injury to optic nerve of rabbits in the model group; some nerve fibers were ordered on the cross section in the hucbsc group (c) and bdnf group (d).,bdnf (inhibitor) ,
4035,table 1 effects of bdnf or hucbscs on tensile properties of injured optic nerve,bdnf (inhibitor) ,
4036,were greater in the hucbsc group than in the bdnf group (p < 0.05; table 1).,bdnf (inhibitor) ,
4037,figure 4 effects of bdnf or hucbscs on stress-strain curves of,bdnf (inhibitor) ,
4038,"the tensile test results showed that the maximum load, max- imum stress, maximum strain, elastic limit load and elastic limit stress were greater in the hucbsc group and bdnf group than in the model group (p < 0.05).",bdnf (inhibitor) ,
4039,"in this study, peak voltage was higher and peak latency was shorter in the hucbsc and bdnf groups than in the mod- el group.",bdnf (inhibitor) ,
4040,the hucbsc group recovered peak voltage and latency better than in the bdnf group.,bdnf (inhibitor) ,
4041,"in the bdnf group, some nerve fibers in cross sections of the optic nerves were distributed regularly; axonal morphol- ogy returned to a degree of normality; some glial nuclei were disordered.",bdnf (inhibitor) ,
4042,the results from this study demon- strated that bdnf or hucbscs have some beneficial effects on the recovery of optic nerve morphology.,bdnf (inhibitor) ,
4043,all these findings support our hypoth- esis that hucbscs or bdnf promote recovery from optic nerve injury.,bdnf (inhibitor) ,
4044,"to begin to understand the mechanisms underlying drtca’s role in regeneration, we first sought to determine how it genetically interacts with the known axon regeneration regulators: pten and rac1.",pten (inhibitor) ,
4045,"deletion of pten (phosphatase and tensin homolog), a negative regulator of the mammalian target of rapamycin (mtor) pathway, has been shown to",pten (inhibitor) ,
4046,in the pten mutant background (ptenmgh6; ppk-gal4>drtca) or overexpression of pten in drtca null mutants (drtcaδ; ppk-gal4>pten) largely abolished the enhancement of axon regeneration as seen in the vnc in ptenmgh6 or drtcaδ mutants (fig.,pten (inhibitor) ,
4047,this suggests that drtca and pten likely function in parallel pathways.,pten (inhibitor) ,
4048,"interestingly, double mutants of drtca and pten (drtcanp5057; ptenmgh6) did not further improve regeneration, as compared to drtca mutants (supplementary fig.",pten (inhibitor) ,
4049,"the regeneration phenotype in drtca mutants appears to be comparable if not stronger than pten mutants (ptenmgh6, a hypomorphic allele) or akt overexpression (ppk- gal4>akt) (supplementary fig.",pten (inhibitor) ,
4050,"the enhancement of rgc axon regeneration phenotype in the rtca mutant is modest as compared to that seen in pten, klf4 or socs3 knockouts.",socs3 (inhibitor) ,
4051,switching mature retinal ganglion cells to a robust growth state in vivo: gene expression and synergy with rhoa inactivation.,rhoa (inhibitor)  rhoa (inhibitor) ,
4052,"(a–c) drtca likely functions in parallel with the pten pathway, rac1 mildly promotes cns axon regeneration and functions downstream of drtca.",pten (inhibitor) ,
4053,"overexpression of drtca in pten mutants or overexpression of pten in drtca nulls largely abolishes the enhancement of axon regeneration in the vnc in ptenmgh6 or drtcaδ mutants, as reflected by regeneration",pten (inhibitor) ,
4054,"using crym-gfp, we reevaluated the cst in mice lacking nogo receptor 1 (ngr1), a protein implicated in limiting neural repair.",nogo (inhibitor) ,
4055,key words: corticospinal tract; nogo receptor; regeneration; spinal cord injury; transgene,nogo (inhibitor) ,
4056,"these molecules restrict axon growth by signaling through neuron-specific nogo receptors 1 and 3 (ngr1, ( ; ), pirb (), ptp- sigma (; ), leukocyte common",nogo (inhibitor) ,
4057,tomical plasticity of adult brain is titrated by nogo receptor 1. neuron 77:859 – 866.,nogo (inhibitor) ,
4058,"cafferty wb, duffy p, huebner e, strittmatter sm (2010) mag and omgp synergize with nogo-a to restrict axonal growth and neurological recov- ery after spinal cord trauma.",mag (inhibitor)  omgp (inhibitor)  mag (inhibitor)  omgp (inhibitor) ,
4059,"geoffroy cg, lorenzana ao, kwan jp, lin k, ghassemi o, ma a, xu n, creger d, liu k, he z, zheng b (2015) effects of pten and nogo code- letion on corticospinal axon sprouting and regeneration in mice.",pten (inhibitor)  nogo (inhibitor) ,
4060,"nature 518:404 – 408.  lee jk, kim je, sivula m, strittmatter sm (2004) nogo receptor antago- nism promotes stroke recovery by enhancing axonal plasticity.",nogo (inhibitor) ,
4061,"mcgee aw, yang y, fischer qs, daw nw, strittmatter sm (2005) experience-driven plasticity of visual cortex limited by myelin and nogo receptor.",nogo (inhibitor) ,
